18/07/2019 - 10:40:06 PM	Derp(Joining/Connecting) connected from the server
18/07/2019 - 11:02:48 PM	William(Gangster) entered 'FSpectate_StopSpectating'
18/07/2019 - 11:02:50 PM	William(Gangster) entered 'FSpectate'
18/07/2019 - 11:02:54 PM	Littl3Drumm3rBoi(Citizen) said '// im betting everything'
18/07/2019 - 11:02:56 PM	William(Gangster) entered 'FSpectate_StopSpectating'
18/07/2019 - 11:03:00 PM	William(Gangster) entered 'FSpectate'
18/07/2019 - 11:03:00 PM	William(Gangster) entered 'FSpectate_StopSpectating'
18/07/2019 - 11:03:03 PM	RICARDO(Lean Producer) said '!UNBOX'
18/07/2019 - 11:03:04 PM	William(Gangster) entered 'FSpectate'
18/07/2019 - 11:03:06 PM	William(Gangster) entered 'FTPToPos'
18/07/2019 - 11:03:06 PM	William(Gangster) entered 'FSpectate_StopSpectating'
18/07/2019 - 11:03:36 PM	Littl3Drumm3rBoi(Citizen) said '// 8x and lost it all'
18/07/2019 - 11:03:37 PM	William(Gangster) said 'hi'
18/07/2019 - 11:03:49 PM	Littl3Drumm3rBoi(Citizen) said '// and im broke'
18/07/2019 - 11:04:03 PM	RICARDO(Lean Producer) bought 'Lean Crate' for $6000
18/07/2019 - 11:04:06 PM	RICARDO(Lean Producer) bought 'Lean Crate' for $6000
18/07/2019 - 11:04:08 PM	RICARDO(Lean Producer) bought 'Lean Crate' for $6000
18/07/2019 - 11:04:17 PM	UG | M A S T E R(Weed Grower) entered 'gm_giveswep'
18/07/2019 - 11:04:27 PM	UG | M A S T E R(Weed Grower) entered 'gm_giveswep'
18/07/2019 - 11:04:47 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:04:49 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:04:50 PM	UG | M A S T E R(Robber) changed his team from 'Weed Grower' to 'Robber'
18/07/2019 - 11:04:51 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:04:54 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:04:57 PM	Littl3Drumm3rBoi(Master Meth Cook) changed his team from 'Citizen' to 'Master Meth Cook'
18/07/2019 - 11:05:03 PM	UG | M A S T E R(Robber) entered 'gm_giveswep'
18/07/2019 - 11:05:13 PM	UG | M A S T E R(Robber) entered 'gm_giveswep'
18/07/2019 - 11:05:17 PM	Littl3Drumm3rBoi(Lean Producer) changed his team from 'Master Meth Cook' to 'Lean Producer'
18/07/2019 - 11:05:17 PM	UG | M A S T E R(Robber) said '/advert car jack'
18/07/2019 - 11:05:18 PM	UG | M A S T E R(Robber) lockpicked 'prop_vehicle_jeep'. Success : 'yes'
18/07/2019 - 11:05:20 PM	RICARDO(Lean Producer) used ULX command ' noclip'
18/07/2019 - 11:05:21 PM	RICARDO(Lean Producer) used ULX command ' noclip'
18/07/2019 - 11:05:23 PM	[HURT] UG | M A S T E R(Robber) hurt RICARDO(Lean Producer) with 5 damage using prop_vehicle_jeep
18/07/2019 - 11:05:32 PM	Littl3Drumm3rBoi(Hitman) changed his team from 'Lean Producer' to 'Hitman'
18/07/2019 - 11:05:41 PM	UG | M A S T E R(Robber) said 'cheat'
18/07/2019 - 11:05:44 PM	UG | M A S T E R(Robber) said 'cheat'
18/07/2019 - 11:05:50 PM	UG | M A S T E R(Robber) said '/advert over'
18/07/2019 - 11:05:54 PM	UG | M A S T E R(Robber) said '/advert raid'
18/07/2019 - 11:05:55 PM	Littl3Drumm3rBoi(Hitman) said '// lost everything rip'
18/07/2019 - 11:05:55 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:06:04 PM	RICARDO(Lean Producer) entered 'gm_giveswep'
18/07/2019 - 11:06:19 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:06:23 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:06:26 PM	[HURT] RICARDO(Lean Producer) hurt UG | M A S T E R(Robber) with 5 damage using fas2_glock20
18/07/2019 - 11:06:26 PM	[HURT] RICARDO(Lean Producer) hurt UG | M A S T E R(Robber) with 20 damage using fas2_glock20
18/07/2019 - 11:06:27 PM	[HURT] RICARDO(Lean Producer) hurt UG | M A S T E R(Robber) with 20 damage using fas2_glock20
18/07/2019 - 11:06:27 PM	[HURT] RICARDO(Lean Producer) hurt UG | M A S T E R(Robber) with 20 damage using fas2_glock20
18/07/2019 - 11:06:27 PM	[HURT] RICARDO(Lean Producer) hurt UG | M A S T E R(Robber) with 20 damage using fas2_glock20
18/07/2019 - 11:06:27 PM	[KILL] RICARDO(Lean Producer) killed UG | M A S T E R(Robber) with 20 damage using fas2_glock20
18/07/2019 - 11:06:27 PM	Dio(Dio Brando) changed his team from 'Citizen' to 'Dio Brando'
18/07/2019 - 11:06:39 PM	Littl3Drumm3rBoi(Hitman) said 'hit?'
18/07/2019 - 11:06:44 PM	UG | M A S T E R(Robber) said 'yes'
18/07/2019 - 11:06:44 PM	Littl3Drumm3rBoi(Hitman) accepted a hit on RICARDO(Lean Producer) ordered by UG | M A S T E R(Robber)
18/07/2019 - 11:06:49 PM	RICARDO(Lean Producer) used 'stacker_improved'
18/07/2019 - 11:06:49 PM	RICARDO(Lean Producer) spawned a 'models/props_c17/fence01a.mdl'
18/07/2019 - 11:06:50 PM	RICARDO(Lean Producer) used 'stacker_improved'
18/07/2019 - 11:06:50 PM	RICARDO(Lean Producer) spawned a 'models/props_lab/blastdoor001c.mdl'
18/07/2019 - 11:06:54 PM	RICARDO(Lean Producer) used 'stacker_improved'
18/07/2019 - 11:06:54 PM	RICARDO(Lean Producer) spawned a 'models/props_c17/fence01a.mdl'
18/07/2019 - 11:06:55 PM	RICARDO(Lean Producer) used 'stacker_improved'
18/07/2019 - 11:06:55 PM	RICARDO(Lean Producer) spawned a 'models/props_c17/fence01a.mdl'
18/07/2019 - 11:07:20 PM	UG | M A S T E R(Robber) said '/advert Selling some KUSH who wants some? PM for offers'
18/07/2019 - 11:07:25 PM	Littl3Drumm3rBoi(Hitman) said '/advert hit accepted'
18/07/2019 - 11:07:26 PM	RICARDO(Lean Producer) used 'wire_user'
18/07/2019 - 11:07:34 PM	RICARDO(Lean Producer) used 'wire_user'
18/07/2019 - 11:07:37 PM	AidanFTW(Joining/Connecting) connected from the server
18/07/2019 - 11:07:45 PM	RICARDO(Lean Producer) used 'wire_gates'
18/07/2019 - 11:07:48 PM	RICARDO(Lean Producer) used 'wire_adv'
18/07/2019 - 11:07:49 PM	RICARDO(Lean Producer) used 'wire_adv'
18/07/2019 - 11:07:49 PM	RICARDO(Lean Producer) used 'wire_adv'
18/07/2019 - 11:07:49 PM	RICARDO(Lean Producer) used 'wire_adv'
18/07/2019 - 11:07:50 PM	RICARDO(Lean Producer) used 'wire_adv'
18/07/2019 - 11:07:51 PM	RICARDO(Lean Producer) used 'wire_adv'
18/07/2019 - 11:07:51 PM	RICARDO(Lean Producer) used 'wire_adv'
18/07/2019 - 11:07:51 PM	RICARDO(Lean Producer) used 'wire_adv'
18/07/2019 - 11:08:09 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:08:12 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:08:14 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:08:16 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:08:24 PM	AidanFTW(Gun Dealer) changed his team from 'Citizen' to 'Gun Dealer'
18/07/2019 - 11:08:29 PM	UG | M A S T E R(Robber) entered 'gm_giveswep'
18/07/2019 - 11:08:36 PM	acatony200(Joining/Connecting) connected from the server
18/07/2019 - 11:08:55 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:08:57 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:08:59 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:09:02 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:09:04 PM	UG | M A S T E R(Robber) said '/pm littl Give me 13k and I'll give you 3 staff lockpicks'
18/07/2019 - 11:09:16 PM	Littl3Drumm3rBoi(Hitman) said '// i have no money'
18/07/2019 - 11:09:25 PM	UG | M A S T E R(Robber) said 'How much do you have?'
18/07/2019 - 11:09:32 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:09:33 PM	Littl3Drumm3rBoi(Hitman) said '// i have 2596'
18/07/2019 - 11:09:34 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:09:36 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:09:39 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:09:44 PM	William(Gangster) said '/pm UG i might be able to buy pvault and city worker tomorrow'
18/07/2019 - 11:09:47 PM	Littl3Drumm3rBoi(Hitman) said 'id be cooking meth'
18/07/2019 - 11:09:55 PM	UG | M A S T E R(Robber) said '/pm Litt Kill RICARDO and you'll earn more money'
18/07/2019 - 11:09:58 PM	UG | M A S T E R(Robber) said 'Nice'
18/07/2019 - 11:10:05 PM	Littl3Drumm3rBoi(Hitman) said 'ok'
18/07/2019 - 11:10:12 PM	UG | M A S T E R(Robber) said '/pm Litt raid the base to kill him'
18/07/2019 - 11:10:17 PM	UG | M A S T E R(Robber) used 'creator'
18/07/2019 - 11:10:18 PM	William(Gangster) said '/pm UG im gonna go to bed im really tired i didnt get a lot of sleep last night'
18/07/2019 - 11:10:21 PM	AidanFTW(Gun Dealer) bought 'Gold Printer' for $200000
18/07/2019 - 11:10:31 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:10:31 PM	UG | M A S T E R(Robber) said '/pm Will Alright!'
18/07/2019 - 11:10:32 PM	William(Gangster) said '/pm UG goodnight brother'
18/07/2019 - 11:10:33 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:10:35 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:10:37 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:10:44 PM	UG | M A S T E R(Robber) said '/pm Will good night. Have a nice sleep!'
18/07/2019 - 11:10:49 PM	William(Gangster) said '/pm ug thanks :)'
18/07/2019 - 11:10:53 PM	AidanFTW(Gun Dealer) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
18/07/2019 - 11:10:55 PM	William(Gangster) said '@ goodnight guys!'
18/07/2019 - 11:10:55 PM	William(Gangster) used ULX command ' asay goodnight guys!'
18/07/2019 - 11:11:03 PM	UG | M A S T E R(Robber) said '/// Good Night!'
18/07/2019 - 11:11:04 PM	AidanFTW(Gun Dealer) used 'stacker'
18/07/2019 - 11:11:06 PM	RICARDO(Lean Producer) said '@GOODNIGHT'
18/07/2019 - 11:11:06 PM	RICARDO(Lean Producer) used ULX command ' asay GOODNIGHT'
18/07/2019 - 11:11:09 PM	UG | M A S T E R(Robber) said 'go'
18/07/2019 - 11:11:13 PM	William(Gangster) disconnected from the server
18/07/2019 - 11:11:14 PM	UG | M A S T E R(Robber) entered 'gm_giveswep'
18/07/2019 - 11:11:15 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:11:15 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:11:18 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:11:18 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:11:24 PM	AidanFTW(Gun Dealer) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
18/07/2019 - 11:11:28 PM	UG | M A S T E R(Robber) said 'yes'
18/07/2019 - 11:11:31 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:11:33 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:11:36 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:11:38 PM	AidanFTW(Gun Dealer) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
18/07/2019 - 11:11:38 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:11:40 PM	RICARDO(Lean Producer) bought 'Lean Cup' for $250
18/07/2019 - 11:11:40 PM	Littl3Drumm3rBoi(Hitman) said '/advert raid'
18/07/2019 - 11:11:42 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:11:44 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:11:45 PM	Littl3Drumm3rBoi(Hitman) lockpicked 'prop_door_rotating'. Success : 'no'
18/07/2019 - 11:11:47 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:11:49 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:11:51 PM	UG | M A S T E R(Robber) used 'creator'
18/07/2019 - 11:11:58 PM	UG | M A S T E R(Robber) said 'use that lockpick'
18/07/2019 - 11:12:02 PM	AidanFTW(Gun Dealer) used 'stacker'
18/07/2019 - 11:12:03 PM	UG | M A S T E R(Robber) used 'creator'
18/07/2019 - 11:12:04 PM	UG | M A S T E R(Robber) used 'creator'
18/07/2019 - 11:12:04 PM	UG | M A S T E R(Robber) used 'creator'
18/07/2019 - 11:12:04 PM	UG | M A S T E R(Robber) used 'creator'
18/07/2019 - 11:12:04 PM	UG | M A S T E R(Robber) used 'creator'
18/07/2019 - 11:12:05 PM	Littl3Drumm3rBoi(Hitman) lockpicked 'prop_door_rotating'. Success : 'no'
18/07/2019 - 11:12:05 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:12:06 PM	RICARDO(Lean Producer) used ULX command ' noclip'
18/07/2019 - 11:12:07 PM	RICARDO(Lean Producer) used ULX command ' noclip'
18/07/2019 - 11:12:11 PM	Littl3Drumm3rBoi(Hitman) lockpicked 'prop_door_rotating'. Success : 'no'
18/07/2019 - 11:12:12 PM	Littl3Drumm3rBoi(Hitman) lockpicked 'prop_door_rotating'. Success : 'no'
18/07/2019 - 11:12:13 PM	UG | M A S T E R(Robber) said 'use the staff lockpick'
18/07/2019 - 11:12:19 PM	Littl3Drumm3rBoi(Hitman) lockpicked 'prop_door_rotating'. Success : 'yes'
18/07/2019 - 11:12:26 PM	AidanFTW(Gun Dealer) bought 'Tip Jar' for $0
18/07/2019 - 11:12:34 PM	UG | M A S T E R(Robber) said '/advert raid asst'
18/07/2019 - 11:12:39 PM	Littl3Drumm3rBoi(Hitman) lockpicked 'prop_physics'. Success : 'no'
18/07/2019 - 11:12:42 PM	AidanFTW(Gun Dealer) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
18/07/2019 - 11:12:47 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:12:48 PM	UG | M A S T E R(Robber) said 'go'
18/07/2019 - 11:12:53 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:12:58 PM	[HURT] RICARDO(Lean Producer) hurt Littl3Drumm3rBoi(Hitman) with 20 damage using fas2_glock20
18/07/2019 - 11:13:01 PM	[HURT] RICARDO(Lean Producer) hurt Littl3Drumm3rBoi(Hitman) with 20 damage using fas2_glock20
18/07/2019 - 11:13:01 PM	[HURT] RICARDO(Lean Producer) hurt Littl3Drumm3rBoi(Hitman) with 20 damage using fas2_glock20
18/07/2019 - 11:13:05 PM	AidanFTW(Gun Dealer) used 'stacker'
18/07/2019 - 11:13:07 PM	[HURT] RICARDO(Lean Producer) hurt Littl3Drumm3rBoi(Hitman) with 5 damage using fas2_glock20
18/07/2019 - 11:13:12 PM	AidanFTW(Gun Dealer) used 'stacker'
18/07/2019 - 11:13:13 PM	AidanFTW(Gun Dealer) used 'stacker'
18/07/2019 - 11:13:14 PM	AidanFTW(Gun Dealer) used 'stacker'
18/07/2019 - 11:13:15 PM	[HURT] RICARDO(Lean Producer) hurt Littl3Drumm3rBoi(Hitman) with 5 damage using fas2_glock20
18/07/2019 - 11:13:15 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:13:19 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:13:21 PM	AidanFTW(Gun Dealer) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
18/07/2019 - 11:13:22 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:13:33 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:13:36 PM	Littl3Drumm3rBoi(Hitman) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:13:37 PM	AidanFTW(Gun Dealer) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
18/07/2019 - 11:13:37 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:13:38 PM	[HURT] RICARDO(Lean Producer) hurt Littl3Drumm3rBoi(Hitman) with 5 damage using fas2_glock20
18/07/2019 - 11:13:38 PM	[HURT] RICARDO(Lean Producer) hurt Littl3Drumm3rBoi(Hitman) with 20 damage using fas2_glock20
18/07/2019 - 11:13:39 PM	[KILL] RICARDO(Lean Producer) killed Littl3Drumm3rBoi(Hitman) with 20 damage using fas2_glock20
18/07/2019 - 11:13:39 PM	Littl3Drumm3rBoi(Hitman) failed the hit on RICARDO(Lean Producer) for 'The hitman died!'
18/07/2019 - 11:13:49 PM	[HURT] RICARDO(Lean Producer) hurt UG | M A S T E R(Robber) with 40 damage using fas2_glock20
18/07/2019 - 11:13:50 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:13:53 PM	Littl3Drumm3rBoi(Hitman) said '/advert hit fail'
18/07/2019 - 11:14:04 PM	UG | M A S T E R(Robber) entered 'gm_giveswep'
18/07/2019 - 11:14:04 PM	AidanFTW(Gun Dealer) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
18/07/2019 - 11:14:15 PM	[HURT] The world hurt Dio(Dio Brando) with 44 damage using fall damage
18/07/2019 - 11:14:16 PM	RICARDO(Lean Producer) entered 'gm_giveswep'
18/07/2019 - 11:14:18 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:14:22 PM	AidanFTW(Gun Dealer) used 'material'
18/07/2019 - 11:14:23 PM	[HURT] The world hurt Dio(Dio Brando) with 40 damage using fall damage
18/07/2019 - 11:14:33 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'no'
18/07/2019 - 11:14:33 PM	[KILL] The world killed Dio(Dio Brando) with 45 damage using fall damage
18/07/2019 - 11:14:38 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:14:40 PM	AidanFTW(Gun Dealer) used 'fading_door'
18/07/2019 - 11:14:46 PM	UG | M A S T E R(Robber) said 'I know that keypad goes somewhere else'
18/07/2019 - 11:15:06 PM	UG | M A S T E R(Robber) said 'No the staff lockpick isn't broken'
18/07/2019 - 11:15:07 PM	AidanFTW(Gun Dealer) used 'button'
18/07/2019 - 11:15:20 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'no'
18/07/2019 - 11:15:26 PM	UG | M A S T E R(Robber) said 'Allow me to crack'
18/07/2019 - 11:15:31 PM	UG | M A S T E R(Robber) said 'I'll give you kush'
18/07/2019 - 11:15:35 PM	UG | M A S T E R(Robber) said 'a jar'
18/07/2019 - 11:15:35 PM	AidanFTW(Gun Dealer) used 'textscreen'
18/07/2019 - 11:15:37 PM	AidanFTW(Gun Dealer) used 'textscreen'
18/07/2019 - 11:15:41 PM	UG | M A S T E R(Robber) said 'of'
18/07/2019 - 11:15:43 PM	UG | M A S T E R(Robber) said 'kush'
18/07/2019 - 11:15:47 PM	AidanFTW(Gun Dealer) used 'textscreen'
18/07/2019 - 11:15:49 PM	AidanFTW(Gun Dealer) used 'textscreen'
18/07/2019 - 11:15:49 PM	UG | M A S T E R(Robber) said 'How about a block?'
18/07/2019 - 11:15:50 PM	AidanFTW(Gun Dealer) used 'textscreen'
18/07/2019 - 11:15:52 PM	UG | M A S T E R(Robber) said '100g 100%'
18/07/2019 - 11:16:06 PM	UG | M A S T E R(Robber) said 'you asked me to do this'
18/07/2019 - 11:16:10 PM	UG | M A S T E R(Robber) entered 'gm_giveswep'
18/07/2019 - 11:16:16 PM	UG | M A S T E R(Robber) said 'let me in'
18/07/2019 - 11:16:21 PM	UG | M A S T E R(Robber) said 'Then'
18/07/2019 - 11:16:23 PM	UG | M A S T E R(Robber) said 'I'll'
18/07/2019 - 11:16:24 PM	UG | M A S T E R(Robber) said 'fire'
18/07/2019 - 11:16:26 PM	Littl3Drumm3rBoi(Hitman) said 'hit?'
18/07/2019 - 11:16:27 PM	AidanFTW(Gun Dealer) said '// Aidan's gun store is now open'
18/07/2019 - 11:16:34 PM	UG | M A S T E R(Robber) said 'Nah I added it where you can'
18/07/2019 - 11:16:47 PM	UG | M A S T E R(Robber) said 'and make everyone mad at me?'
18/07/2019 - 11:17:03 PM	UG | M A S T E R(Robber) said '!gag Bex'
18/07/2019 - 11:17:03 PM	UG | M A S T E R(Robber) used ULX command ' gag Bex'
18/07/2019 - 11:17:06 PM	BexGasm(Citizen) said '!ungag ug'
18/07/2019 - 11:17:06 PM	BexGasm(Citizen) used ULX command ' ungag ug'
18/07/2019 - 11:17:08 PM	Littl3Drumm3rBoi(Hitman) said 'hit?'
18/07/2019 - 11:17:11 PM	BexGasm(Citizen) said '!ungag bex'
18/07/2019 - 11:17:11 PM	BexGasm(Citizen) used ULX command ' ungag bex'
18/07/2019 - 11:17:23 PM	Littl3Drumm3rBoi(Hitman) said 'no'
18/07/2019 - 11:17:28 PM	Littl3Drumm3rBoi(Hitman) said 'thanks tho'
18/07/2019 - 11:17:30 PM	Littl3Drumm3rBoi(Hitman) said 'you too'
18/07/2019 - 11:17:37 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:17:43 PM	UG | M A S T E R(Robber) spawned a 'models/props_lab/blastdoor001c.mdl'
18/07/2019 - 11:17:47 PM	Blumbing(Citizen) said '/advert make this easy and give me 5k (mugging)'
18/07/2019 - 11:18:02 PM	acatony200(Citizen) disconnected from the server
18/07/2019 - 11:18:19 PM	Blumbing(Citizen) said '@ acatony left when i was mugging him'
18/07/2019 - 11:18:19 PM	Blumbing(Citizen) used ULX command ' asay acatony left when i was mugging him'
18/07/2019 - 11:18:19 PM	AidanFTW(Gun Dealer) said '// Aidan's gun store is now open'
18/07/2019 - 11:18:25 PM	BexGasm(Citizen) used ULX command ' noclip'
18/07/2019 - 11:18:26 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:18:30 PM	AidanFTW(Gun Dealer) said '!donate'
18/07/2019 - 11:18:36 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:18:46 PM	Littl3Drumm3rBoi(Hitman) said 'hit?'
18/07/2019 - 11:18:58 PM	UG | M A S T E R(Robber) said 'It's for a jobs, that's coming'
18/07/2019 - 11:19:13 PM	BexGasm(Citizen) used ULX command ' noclip'
18/07/2019 - 11:19:14 PM	Littl3Drumm3rBoi(Hitman) accepted a hit on The Companion Cube(Lean Producer) ordered by Blumbing(Citizen)
18/07/2019 - 11:19:18 PM	BexGasm(Citizen) entered 'gm_giveswep'
18/07/2019 - 11:19:20 PM	BexGasm(Citizen) entered 'gm_giveswep'
18/07/2019 - 11:19:20 PM	[HURT] BexGasm(Citizen) hurt UG | M A S T E R(Robber) with 10 damage using stunstick
18/07/2019 - 11:19:25 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:19:31 PM	BexGasm(Citizen) used ULX command ' noclip'
18/07/2019 - 11:19:33 PM	BexGasm(Citizen) used ULX command ' noclip'
18/07/2019 - 11:19:34 PM	UG | M A S T E R(Robber) said 'really'
18/07/2019 - 11:19:37 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:19:47 PM	BexGasm(Citizen) used ULX command ' noclip'
18/07/2019 - 11:19:50 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:19:59 PM	UG | M A S T E R(Robber) used ULX command ' motd'
18/07/2019 - 11:20:06 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:20:10 PM	RICARDO(Lean Producer) spawned a 'models/props_c17/concrete_barrier001a.mdl'
18/07/2019 - 11:20:24 PM	BexGasm(Citizen) used ULX command ' noclip'
18/07/2019 - 11:20:33 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:20:33 PM	BexGasm(Citizen) said '!slap @ 0'
18/07/2019 - 11:20:33 PM	BexGasm(Citizen) used ULX command ' slap @ 0'
18/07/2019 - 11:20:41 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:20:44 PM	AidanFTW(Gun Dealer) said '// come arm yourself with weapons to defend off those nasty stealing robbers. Guns available at Aidan's gun store'
18/07/2019 - 11:20:51 PM	UG | M A S T E R(Robber) lockpicked 'prop_physics'. Success : 'yes'
18/07/2019 - 11:21:13 PM	Littl3Drumm3rBoi(Hitman) said '// advert hit accepted'
